"","scenario","year","value","source"
"1","IMAGE 3.0.2EMF33_Baseline",2000,2619.84796444444,"IPCC SR15"
"2","IMAGE 3.0.2EMF33_Med2C_cost100",2000,2619.84796444444,"IPCC SR15"
"3","IMAGE 3.0.2EMF33_Med2C_full",2000,2619.84796444444,"IPCC SR15"
"4","IMAGE 3.0.2EMF33_Med2C_limbio",2000,2619.84796444444,"IPCC SR15"
"5","IMAGE 3.0.2EMF33_Med2C_nobeccs",2000,2619.84796444444,"IPCC SR15"
"6","IMAGE 3.0.2EMF33_Med2C_nofuel",2000,2619.84796444444,"IPCC SR15"
"7","IMAGE 3.0.2EMF33_Med2C_none",2000,2619.84796444444,"IPCC SR15"
"8","IMAGE 3.0.2EMF33_WB2C_cost100",2000,2619.84796444444,"IPCC SR15"
"9","IMAGE 3.0.2EMF33_WB2C_full",2000,2619.84796444444,"IPCC SR15"
"10","IMAGE 3.0.2EMF33_WB2C_limbio",2000,2619.84796444444,"IPCC SR15"
"11","IMAGE 3.0.2EMF33_WB2C_nobeccs",2000,2619.84796444444,"IPCC SR15"
"12","IMAGE 3.0.2EMF33_WB2C_nofuel",2000,2619.84796444444,"IPCC SR15"
"13","IMAGE 3.0.2EMF33_tax_hi_full",2000,2619.84796444444,"IPCC SR15"
"14","IMAGE 3.0.2EMF33_tax_hi_none",2000,2619.84796444444,"IPCC SR15"
"15","IMAGE 3.0.2EMF33_tax_lo_full",2000,2619.84796444444,"IPCC SR15"
"16","IMAGE 3.0.2EMF33_tax_lo_none",2000,2619.84796444444,"IPCC SR15"
"17","MERGE-ETL 6.0BAU",2000,2916.66666666667,"IPCC SR15"
"18","MERGE-ETL 6.0DAC15_50",2000,2916.66666666667,"IPCC SR15"
"19","MERGE-ETL 6.0DAC2_66",2000,2916.66666666667,"IPCC SR15"
"20","MESSAGE-GLOBIOM 1.0EMF33_1.5C_cost100",2000,2606.80689666667,"IPCC SR15"
"21","MESSAGE-GLOBIOM 1.0EMF33_1.5C_full",2000,2606.80689666667,"IPCC SR15"
"22","MESSAGE-GLOBIOM 1.0EMF33_Baseline",2000,2606.80689666667,"IPCC SR15"
"23","MESSAGE-GLOBIOM 1.0EMF33_Med2C_cost100",2000,2606.80689666667,"IPCC SR15"
"24","MESSAGE-GLOBIOM 1.0EMF33_Med2C_full",2000,2606.80689666667,"IPCC SR15"
"25","MESSAGE-GLOBIOM 1.0EMF33_Med2C_limbio",2000,2606.80689666667,"IPCC SR15"
"26","MESSAGE-GLOBIOM 1.0EMF33_Med2C_nobeccs",2000,2606.80689666667,"IPCC SR15"
"27","MESSAGE-GLOBIOM 1.0EMF33_Med2C_nofuel",2000,2606.80689666667,"IPCC SR15"
"28","MESSAGE-GLOBIOM 1.0EMF33_Med2C_none",2000,2606.80689666667,"IPCC SR15"
"29","MESSAGE-GLOBIOM 1.0EMF33_WB2C_cost100",2000,2606.80689666667,"IPCC SR15"
"30","MESSAGE-GLOBIOM 1.0EMF33_WB2C_full",2000,2606.80689666667,"IPCC SR15"
"31","MESSAGE-GLOBIOM 1.0EMF33_WB2C_limbio",2000,2606.80689666667,"IPCC SR15"
"32","MESSAGE-GLOBIOM 1.0EMF33_WB2C_nofuel",2000,2606.80689666667,"IPCC SR15"
"33","MESSAGE-GLOBIOM 1.0EMF33_tax_hi_full",2000,2606.80689666667,"IPCC SR15"
"34","MESSAGE-GLOBIOM 1.0EMF33_tax_hi_none",2000,2606.80689666667,"IPCC SR15"
"35","MESSAGE-GLOBIOM 1.0EMF33_tax_lo_full",2000,2606.80689666667,"IPCC SR15"
"36","MESSAGE-GLOBIOM 1.0EMF33_tax_lo_none",2000,2606.80689666667,"IPCC SR15"
"37","MESSAGEix-GLOBIOM 1.0CD-LINKS_INDCi",2000,2606.80689666667,"IPCC SR15"
"38","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi",2000,2606.80689666667,"IPCC SR15"
"39","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_1000",2000,2606.80689666667,"IPCC SR15"
"40","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_1600",2000,2606.80689666667,"IPCC SR15"
"41","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_400",2000,2606.80689666667,"IPCC SR15"
"42","MESSAGEix-GLOBIOM 1.0CD-LINKS_NoPolicy",2000,2606.80689666667,"IPCC SR15"
"43","MESSAGEix-GLOBIOM 1.0LowEnergyDemand",2000,2606.80689666667,"IPCC SR15"
"44","POLES EMF33EMF33_1.5C_cost100",2000,2650.77670416667,"IPCC SR15"
"45","POLES EMF33EMF33_1.5C_full",2000,2650.77670416667,"IPCC SR15"
"46","POLES EMF33EMF33_1.5C_limbio",2000,2650.77670416667,"IPCC SR15"
"47","POLES EMF33EMF33_1.5C_nofuel",2000,2650.77670416667,"IPCC SR15"
"48","POLES EMF33EMF33_Baseline",2000,2650.77670416667,"IPCC SR15"
"49","POLES EMF33EMF33_Med2C_cost100",2000,2650.77670416667,"IPCC SR15"
"50","POLES EMF33EMF33_Med2C_full",2000,2650.77670416667,"IPCC SR15"
"51","POLES EMF33EMF33_Med2C_limbio",2000,2650.77670416667,"IPCC SR15"
"52","POLES EMF33EMF33_Med2C_nobeccs",2000,2650.77670416667,"IPCC SR15"
"53","POLES EMF33EMF33_Med2C_nofuel",2000,2650.77670416667,"IPCC SR15"
"54","POLES EMF33EMF33_Med2C_none",2000,2650.77670416667,"IPCC SR15"
"55","POLES EMF33EMF33_WB2C_cost100",2000,2650.77670416667,"IPCC SR15"
"56","POLES EMF33EMF33_WB2C_full",2000,2650.77670416667,"IPCC SR15"
"57","POLES EMF33EMF33_WB2C_limbio",2000,2650.77670416667,"IPCC SR15"
"58","POLES EMF33EMF33_WB2C_nobeccs",2000,2650.77670416667,"IPCC SR15"
"59","POLES EMF33EMF33_WB2C_nofuel",2000,2650.77670416667,"IPCC SR15"
"60","POLES EMF33EMF33_WB2C_none",2000,2650.77670416667,"IPCC SR15"
"61","POLES EMF33EMF33_tax_hi_full",2000,2650.77670416667,"IPCC SR15"
"62","POLES EMF33EMF33_tax_hi_none",2000,2650.77670416667,"IPCC SR15"
"63","POLES EMF33EMF33_tax_lo_full",2000,2650.77670416667,"IPCC SR15"
"64","POLES EMF33EMF33_tax_lo_none",2000,2650.77670416667,"IPCC SR15"
"65","ReferenceIEA Energy Statistics (r2017)",2000,2619.021,"IPCC SR15"
"66","ReferenceIEA Energy Statistics (r2017)",2001,2561.852,"IPCC SR15"
"67","ReferenceIEA Energy Statistics (r2017)",2002,2628.996,"IPCC SR15"
"68","ReferenceIEA Energy Statistics (r2017)",2003,2640.687,"IPCC SR15"
"69","ReferenceIEA Energy Statistics (r2017)",2004,2811.62,"IPCC SR15"
"70","AIM/CGE 2.0ADVANCE_2020_1.5C-2100",2005,2895.72222222222,"IPCC SR15"
"71","AIM/CGE 2.0ADVANCE_2020_Med2C",2005,2895.72222222222,"IPCC SR15"
"72","AIM/CGE 2.0ADVANCE_2020_WB2C",2005,2895.72222222222,"IPCC SR15"
"73","AIM/CGE 2.0ADVANCE_2030_Med2C",2005,2895.72222222222,"IPCC SR15"
"74","AIM/CGE 2.0ADVANCE_2030_Price1.5C",2005,2895.72222222222,"IPCC SR15"
"75","AIM/CGE 2.0ADVANCE_2030_WB2C",2005,2895.72222222222,"IPCC SR15"
"76","AIM/CGE 2.0ADVANCE_INDC",2005,2895.72222222222,"IPCC SR15"
"77","AIM/CGE 2.0ADVANCE_NoPolicy",2005,2895.72222222222,"IPCC SR15"
"78","AIM/CGE 2.0ADVANCE_Reference",2005,2895.72222222222,"IPCC SR15"
"79","AIM/CGE 2.0SFCM_SSP2_Bio_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"80","AIM/CGE 2.0SFCM_SSP2_Bio_2Degree",2005,2895.72222222222,"IPCC SR15"
"81","AIM/CGE 2.0SFCM_SSP2_Bio_Baseline",2005,2895.72222222222,"IPCC SR15"
"82","AIM/CGE 2.0SFCM_SSP2_EEEI_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"83","AIM/CGE 2.0SFCM_SSP2_EEEI_2Degree",2005,2895.72222222222,"IPCC SR15"
"84","AIM/CGE 2.0SFCM_SSP2_EEEI_Baseline",2005,2895.72222222222,"IPCC SR15"
"85","AIM/CGE 2.0SFCM_SSP2_LifeStyle_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"86","AIM/CGE 2.0SFCM_SSP2_LifeStyle_2Degree",2005,2895.72222222222,"IPCC SR15"
"87","AIM/CGE 2.0SFCM_SSP2_LifeStyle_Baseline",2005,2895.72222222222,"IPCC SR15"
"88","AIM/CGE 2.0SFCM_SSP2_Ref_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"89","AIM/CGE 2.0SFCM_SSP2_Ref_2Degree",2005,2895.72222222222,"IPCC SR15"
"90","AIM/CGE 2.0SFCM_SSP2_Ref_Baseline",2005,2895.72222222222,"IPCC SR15"
"91","AIM/CGE 2.0SFCM_SSP2_ST_CCS_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"92","AIM/CGE 2.0SFCM_SSP2_ST_CCS_2Degree",2005,2895.72222222222,"IPCC SR15"
"93","AIM/CGE 2.0SFCM_SSP2_ST_CCS_Baseline",2005,2895.72222222222,"IPCC SR15"
"94","AIM/CGE 2.0SFCM_SSP2_ST_bio_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"95","AIM/CGE 2.0SFCM_SSP2_ST_bio_2Degree",2005,2895.72222222222,"IPCC SR15"
"96","AIM/CGE 2.0SFCM_SSP2_ST_bio_Baseline",2005,2895.72222222222,"IPCC SR15"
"97","AIM/CGE 2.0SFCM_SSP2_ST_nuclear_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"98","AIM/CGE 2.0SFCM_SSP2_ST_nuclear_2Degree",2005,2895.72222222222,"IPCC SR15"
"99","AIM/CGE 2.0SFCM_SSP2_ST_nuclear_Baseline",2005,2895.72222222222,"IPCC SR15"
"100","AIM/CGE 2.0SFCM_SSP2_ST_solar_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"101","AIM/CGE 2.0SFCM_SSP2_ST_solar_2Degree",2005,2895.72222222222,"IPCC SR15"
"102","AIM/CGE 2.0SFCM_SSP2_ST_solar_Baseline",2005,2895.72222222222,"IPCC SR15"
"103","AIM/CGE 2.0SFCM_SSP2_ST_wind_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"104","AIM/CGE 2.0SFCM_SSP2_ST_wind_2Degree",2005,2895.72222222222,"IPCC SR15"
"105","AIM/CGE 2.0SFCM_SSP2_ST_wind_Baseline",2005,2895.72222222222,"IPCC SR15"
"106","AIM/CGE 2.0SFCM_SSP2_SupTech_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"107","AIM/CGE 2.0SFCM_SSP2_SupTech_2Degree",2005,2895.72222222222,"IPCC SR15"
"108","AIM/CGE 2.0SFCM_SSP2_SupTech_Baseline",2005,2895.72222222222,"IPCC SR15"
"109","AIM/CGE 2.0SFCM_SSP2_combined_1p5Degree",2005,2895.72222222222,"IPCC SR15"
"110","AIM/CGE 2.0SFCM_SSP2_combined_2Degree",2005,2895.72222222222,"IPCC SR15"
"111","AIM/CGE 2.0SFCM_SSP2_combined_Baseline",2005,2895.72222222222,"IPCC SR15"
"112","AIM/CGE 2.0SSP1-19",2005,2895.72222222222,"IPCC SR15"
"113","AIM/CGE 2.0SSP1-26",2005,2895.72222222222,"IPCC SR15"
"114","AIM/CGE 2.0SSP1-34",2005,2895.72222222222,"IPCC SR15"
"115","AIM/CGE 2.0SSP1-45",2005,2895.72222222222,"IPCC SR15"
"116","AIM/CGE 2.0SSP1-Baseline",2005,2895.72222222222,"IPCC SR15"
"117","AIM/CGE 2.0SSP2-19",2005,2895.72222222222,"IPCC SR15"
"118","AIM/CGE 2.0SSP2-26",2005,2895.72222222222,"IPCC SR15"
"119","AIM/CGE 2.0SSP2-34",2005,2895.72222222222,"IPCC SR15"
"120","AIM/CGE 2.0SSP2-45",2005,2895.72222222222,"IPCC SR15"
"121","AIM/CGE 2.0SSP2-60",2005,2895.72222222222,"IPCC SR15"
"122","AIM/CGE 2.0SSP2-Baseline",2005,2895.72222222222,"IPCC SR15"
"123","AIM/CGE 2.0SSP3-34",2005,2895.72222222222,"IPCC SR15"
"124","AIM/CGE 2.0SSP3-45",2005,2895.72222222222,"IPCC SR15"
"125","AIM/CGE 2.0SSP3-60",2005,2895.72222222222,"IPCC SR15"
"126","AIM/CGE 2.0SSP3-Baseline",2005,2895.72222222222,"IPCC SR15"
"127","AIM/CGE 2.0SSP4-26",2005,2895.72222222222,"IPCC SR15"
"128","AIM/CGE 2.0SSP4-34",2005,2895.72222222222,"IPCC SR15"
"129","AIM/CGE 2.0SSP4-45",2005,2895.72222222222,"IPCC SR15"
"130","AIM/CGE 2.0SSP4-Baseline",2005,2895.72222222222,"IPCC SR15"
"131","AIM/CGE 2.0SSP5-26",2005,2895.72222222222,"IPCC SR15"
"132","AIM/CGE 2.0SSP5-34",2005,2895.72222222222,"IPCC SR15"
"133","AIM/CGE 2.0SSP5-45",2005,2895.72222222222,"IPCC SR15"
"134","AIM/CGE 2.0SSP5-60",2005,2895.72222222222,"IPCC SR15"
"135","AIM/CGE 2.0SSP5-Baseline",2005,2895.72222222222,"IPCC SR15"
"136","AIM/CGE 2.1CD-LINKS_INDCi",2005,2895.72222222222,"IPCC SR15"
"137","AIM/CGE 2.1CD-LINKS_NPi",2005,2895.72222222222,"IPCC SR15"
"138","AIM/CGE 2.1CD-LINKS_NPi2020_1000",2005,2895.72222222222,"IPCC SR15"
"139","AIM/CGE 2.1CD-LINKS_NPi2020_1600",2005,2895.72222222222,"IPCC SR15"
"140","AIM/CGE 2.1CD-LINKS_NPi2020_400",2005,2895.72222222222,"IPCC SR15"
"141","AIM/CGE 2.1CD-LINKS_NoPolicy",2005,2895.72222222222,"IPCC SR15"
"142","AIM/CGE 2.1EMF33_Baseline",2005,2895.72222222222,"IPCC SR15"
"143","AIM/CGE 2.1EMF33_Med2C_cost100",2005,2895.72222222222,"IPCC SR15"
"144","AIM/CGE 2.1EMF33_Med2C_full",2005,2895.72222222222,"IPCC SR15"
"145","AIM/CGE 2.1EMF33_Med2C_nobeccs",2005,2895.72222222222,"IPCC SR15"
"146","AIM/CGE 2.1EMF33_Med2C_nofuel",2005,2895.72222222222,"IPCC SR15"
"147","AIM/CGE 2.1EMF33_Med2C_none",2005,2895.72222222222,"IPCC SR15"
"148","AIM/CGE 2.1EMF33_WB2C_cost100",2005,2895.72222222222,"IPCC SR15"
"149","AIM/CGE 2.1EMF33_WB2C_full",2005,2895.72222222222,"IPCC SR15"
"150","AIM/CGE 2.1EMF33_tax_hi_full",2005,2895.72222222222,"IPCC SR15"
"151","AIM/CGE 2.1EMF33_tax_hi_none",2005,2895.72222222222,"IPCC SR15"
"152","AIM/CGE 2.1EMF33_tax_lo_full",2005,2895.72222222222,"IPCC SR15"
"153","AIM/CGE 2.1EMF33_tax_lo_none",2005,2895.72222222222,"IPCC SR15"
"154","AIM/CGE 2.1TERL_15D_LowCarbonTransportPolicy",2005,2895.72222222222,"IPCC SR15"
"155","AIM/CGE 2.1TERL_15D_NoTransportPolicy",2005,2895.72222222222,"IPCC SR15"
"156","AIM/CGE 2.1TERL_2D_LowCarbonTransportPolicy",2005,2895.72222222222,"IPCC SR15"
"157","AIM/CGE 2.1TERL_2D_NoTransportPolicy",2005,2895.72222222222,"IPCC SR15"
"158","AIM/CGE 2.1TERL_Baseline_LowCarbonTransportPolicy",2005,2895.72222222222,"IPCC SR15"
"159","AIM/CGE 2.1TERL_Baseline_NoTransportPolicy",2005,2895.72222222222,"IPCC SR15"
"160","IEA World Energy Model 2017Faster Transition Scenario",2005,2934.087,"IPCC SR15"
"161","IMAGE 3.0.1ADVANCE_2020_1.5C-2100",2005,2931.67502222222,"IPCC SR15"
"162","IMAGE 3.0.1ADVANCE_2020_Med2C",2005,2931.67502222222,"IPCC SR15"
"163","IMAGE 3.0.1ADVANCE_2020_WB2C",2005,2931.67502222222,"IPCC SR15"
"164","IMAGE 3.0.1ADVANCE_2030_Med2C",2005,2931.67502222222,"IPCC SR15"
"165","IMAGE 3.0.1ADVANCE_2030_WB2C",2005,2931.67502222222,"IPCC SR15"
"166","IMAGE 3.0.1ADVANCE_INDC",2005,2931.67502222222,"IPCC SR15"
"167","IMAGE 3.0.1ADVANCE_NoPolicy",2005,2931.67502222222,"IPCC SR15"
"168","IMAGE 3.0.1ADVANCE_Reference",2005,2931.67502222222,"IPCC SR15"
"169","IMAGE 3.0.1CD-LINKS_INDCi",2005,2931.67502222222,"IPCC SR15"
"170","IMAGE 3.0.1CD-LINKS_NPi",2005,2931.67502222222,"IPCC SR15"
"171","IMAGE 3.0.1CD-LINKS_NPi2020_1000",2005,2931.67502222222,"IPCC SR15"
"172","IMAGE 3.0.1CD-LINKS_NPi2020_1600",2005,2931.67502222222,"IPCC SR15"
"173","IMAGE 3.0.1CD-LINKS_NPi2020_400",2005,2931.67502222222,"IPCC SR15"
"174","IMAGE 3.0.1CD-LINKS_NoPolicy",2005,2931.67502222222,"IPCC SR15"
"175","IMAGE 3.0.1IMA15-AGInt",2005,2931.67502222222,"IPCC SR15"
"176","IMAGE 3.0.1IMA15-Def",2005,2931.67502222222,"IPCC SR15"
"177","IMAGE 3.0.1IMA15-Eff",2005,2931.67502222222,"IPCC SR15"
"178","IMAGE 3.0.1IMA15-LiStCh",2005,2931.67502222222,"IPCC SR15"
"179","IMAGE 3.0.1IMA15-LoNCO2",2005,2931.67502222222,"IPCC SR15"
"180","IMAGE 3.0.1IMA15-Pop",2005,2931.67502222222,"IPCC SR15"
"181","IMAGE 3.0.1IMA15-RenElec",2005,2931.67502222222,"IPCC SR15"
"182","IMAGE 3.0.1IMA15-TOT",2005,2931.67502222222,"IPCC SR15"
"183","IMAGE 3.0.1SSP1-19",2005,2931.67502222222,"IPCC SR15"
"184","IMAGE 3.0.1SSP1-26",2005,2931.67502222222,"IPCC SR15"
"185","IMAGE 3.0.1SSP1-34",2005,2931.67502222222,"IPCC SR15"
"186","IMAGE 3.0.1SSP1-45",2005,2931.67502222222,"IPCC SR15"
"187","IMAGE 3.0.1SSP1-Baseline",2005,2931.67502222222,"IPCC SR15"
"188","IMAGE 3.0.1SSP2-26",2005,2931.67502222222,"IPCC SR15"
"189","IMAGE 3.0.1SSP2-34",2005,2931.67502222222,"IPCC SR15"
"190","IMAGE 3.0.1SSP2-45",2005,2931.67502222222,"IPCC SR15"
"191","IMAGE 3.0.1SSP2-60",2005,2931.67502222222,"IPCC SR15"
"192","IMAGE 3.0.1SSP2-Baseline",2005,2931.67502222222,"IPCC SR15"
"193","IMAGE 3.0.1SSP3-34",2005,2931.67502222222,"IPCC SR15"
"194","IMAGE 3.0.1SSP3-45",2005,2931.67502222222,"IPCC SR15"
"195","IMAGE 3.0.1SSP3-60",2005,2931.67502222222,"IPCC SR15"
"196","IMAGE 3.0.1SSP3-Baseline",2005,2931.67502222222,"IPCC SR15"
"197","IMAGE 3.0.1SSP4-26",2005,2931.67502222222,"IPCC SR15"
"198","IMAGE 3.0.1SSP4-34",2005,2931.67502222222,"IPCC SR15"
"199","IMAGE 3.0.1SSP4-45",2005,2931.67502222222,"IPCC SR15"
"200","IMAGE 3.0.1SSP4-60",2005,2931.67502222222,"IPCC SR15"
"201","IMAGE 3.0.1SSP4-Baseline",2005,2931.67502222222,"IPCC SR15"
"202","IMAGE 3.0.1SSP5-34",2005,2931.67502222222,"IPCC SR15"
"203","IMAGE 3.0.1SSP5-45",2005,2931.67502222222,"IPCC SR15"
"204","IMAGE 3.0.1SSP5-60",2005,2931.67502222222,"IPCC SR15"
"205","IMAGE 3.0.1SSP5-Baseline",2005,2931.67502222222,"IPCC SR15"
"206","IMAGE 3.0.2EMF33_Baseline",2005,2931.67502222222,"IPCC SR15"
"207","IMAGE 3.0.2EMF33_Med2C_cost100",2005,2931.67502222222,"IPCC SR15"
"208","IMAGE 3.0.2EMF33_Med2C_full",2005,2931.67502222222,"IPCC SR15"
"209","IMAGE 3.0.2EMF33_Med2C_limbio",2005,2931.67502222222,"IPCC SR15"
"210","IMAGE 3.0.2EMF33_Med2C_nobeccs",2005,2931.67502222222,"IPCC SR15"
"211","IMAGE 3.0.2EMF33_Med2C_nofuel",2005,2931.67502222222,"IPCC SR15"
"212","IMAGE 3.0.2EMF33_Med2C_none",2005,2931.67502222222,"IPCC SR15"
"213","IMAGE 3.0.2EMF33_WB2C_cost100",2005,2931.67502222222,"IPCC SR15"
"214","IMAGE 3.0.2EMF33_WB2C_full",2005,2931.67502222222,"IPCC SR15"
"215","IMAGE 3.0.2EMF33_WB2C_limbio",2005,2931.67502222222,"IPCC SR15"
"216","IMAGE 3.0.2EMF33_WB2C_nobeccs",2005,2931.67502222222,"IPCC SR15"
"217","IMAGE 3.0.2EMF33_WB2C_nofuel",2005,2931.67502222222,"IPCC SR15"
"218","IMAGE 3.0.2EMF33_tax_hi_full",2005,2931.67502222222,"IPCC SR15"
"219","IMAGE 3.0.2EMF33_tax_hi_none",2005,2931.67502222222,"IPCC SR15"
"220","IMAGE 3.0.2EMF33_tax_lo_full",2005,2931.67502222222,"IPCC SR15"
"221","IMAGE 3.0.2EMF33_tax_lo_none",2005,2931.67502222222,"IPCC SR15"
"222","MERGE-ETL 6.0BAU",2005,3444.44444444444,"IPCC SR15"
"223","MERGE-ETL 6.0DAC15_50",2005,3444.44444444444,"IPCC SR15"
"224","MERGE-ETL 6.0DAC2_66",2005,3444.44444444444,"IPCC SR15"
"225","MESSAGE V.3GEA_Eff_1p5C",2005,2885.83333333333,"IPCC SR15"
"226","MESSAGE V.3GEA_Eff_1p5C_Delay2020",2005,2886.66666666667,"IPCC SR15"
"227","MESSAGE V.3GEA_Eff_2C_Delay2020",2005,2886.38888888889,"IPCC SR15"
"228","MESSAGE V.3GEA_Eff_AdvNCO2_1p5C",2005,2885.83333333333,"IPCC SR15"
"229","MESSAGE V.3GEA_Eff_base",2005,2885.83333333333,"IPCC SR15"
"230","MESSAGE V.3GEA_Mix_1p5C_AdvNCO2_PartialDelay2020",2005,2894.16666666667,"IPCC SR15"
"231","MESSAGE V.3GEA_Mix_1p5C_AdvTrans_PartialDelay2020",2005,2893.88888888889,"IPCC SR15"
"232","MESSAGE V.3GEA_Mix_2C_AdvNCO2_PartialDelay2020",2005,2893.88888888889,"IPCC SR15"
"233","MESSAGE V.3GEA_Mix_2C_AdvTrans_PartialDelay2020",2005,2893.88888888889,"IPCC SR15"
"234","MESSAGE V.3GEA_Mix_base",2005,2892.5,"IPCC SR15"
"235","MESSAGE-GLOBIOM 1.0ADVANCE_2020_1.5C-2100",2005,2946.94444444444,"IPCC SR15"
"236","MESSAGE-GLOBIOM 1.0ADVANCE_2020_Med2C",2005,2946.66666666667,"IPCC SR15"
"237","MESSAGE-GLOBIOM 1.0ADVANCE_2020_WB2C",2005,2946.66666666667,"IPCC SR15"
"238","MESSAGE-GLOBIOM 1.0ADVANCE_2030_Med2C",2005,2946.66666666667,"IPCC SR15"
"239","MESSAGE-GLOBIOM 1.0ADVANCE_2030_Price1.5C",2005,2946.66666666667,"IPCC SR15"
"240","MESSAGE-GLOBIOM 1.0ADVANCE_2030_WB2C",2005,2946.66666666667,"IPCC SR15"
"241","MESSAGE-GLOBIOM 1.0ADVANCE_INDC",2005,2946.66666666667,"IPCC SR15"
"242","MESSAGE-GLOBIOM 1.0ADVANCE_NoPolicy",2005,2946.66666666667,"IPCC SR15"
"243","MESSAGE-GLOBIOM 1.0ADVANCE_Reference",2005,2946.66666666667,"IPCC SR15"
"244","MESSAGE-GLOBIOM 1.0EMF33_1.5C_cost100",2005,2951.36943055556,"IPCC SR15"
"245","MESSAGE-GLOBIOM 1.0EMF33_1.5C_full",2005,2951.36943055556,"IPCC SR15"
"246","MESSAGE-GLOBIOM 1.0EMF33_Baseline",2005,2951.36943055556,"IPCC SR15"
"247","MESSAGE-GLOBIOM 1.0EMF33_Med2C_cost100",2005,2951.36943055556,"IPCC SR15"
"248","MESSAGE-GLOBIOM 1.0EMF33_Med2C_full",2005,2951.36943055556,"IPCC SR15"
"249","MESSAGE-GLOBIOM 1.0EMF33_Med2C_limbio",2005,2951.36943055556,"IPCC SR15"
"250","MESSAGE-GLOBIOM 1.0EMF33_Med2C_nobeccs",2005,2951.36943055556,"IPCC SR15"
"251","MESSAGE-GLOBIOM 1.0EMF33_Med2C_nofuel",2005,2951.36943055556,"IPCC SR15"
"252","MESSAGE-GLOBIOM 1.0EMF33_Med2C_none",2005,2951.36943055556,"IPCC SR15"
"253","MESSAGE-GLOBIOM 1.0EMF33_WB2C_cost100",2005,2951.36943055556,"IPCC SR15"
"254","MESSAGE-GLOBIOM 1.0EMF33_WB2C_full",2005,2951.36943055556,"IPCC SR15"
"255","MESSAGE-GLOBIOM 1.0EMF33_WB2C_limbio",2005,2951.36943055556,"IPCC SR15"
"256","MESSAGE-GLOBIOM 1.0EMF33_WB2C_nofuel",2005,2951.36943055556,"IPCC SR15"
"257","MESSAGE-GLOBIOM 1.0EMF33_tax_hi_full",2005,2951.36943055556,"IPCC SR15"
"258","MESSAGE-GLOBIOM 1.0EMF33_tax_hi_none",2005,2951.36943055556,"IPCC SR15"
"259","MESSAGE-GLOBIOM 1.0EMF33_tax_lo_full",2005,2951.36943055556,"IPCC SR15"
"260","MESSAGE-GLOBIOM 1.0EMF33_tax_lo_none",2005,2951.36943055556,"IPCC SR15"
"261","MESSAGE-GLOBIOM 1.0SSP1-19",2005,2947.77777777778,"IPCC SR15"
"262","MESSAGE-GLOBIOM 1.0SSP1-26",2005,2948.61111111111,"IPCC SR15"
"263","MESSAGE-GLOBIOM 1.0SSP1-34",2005,2948.61111111111,"IPCC SR15"
"264","MESSAGE-GLOBIOM 1.0SSP1-45",2005,2948.61111111111,"IPCC SR15"
"265","MESSAGE-GLOBIOM 1.0SSP1-Baseline",2005,2948.61111111111,"IPCC SR15"
"266","MESSAGE-GLOBIOM 1.0SSP2-19",2005,2946.11111111111,"IPCC SR15"
"267","MESSAGE-GLOBIOM 1.0SSP2-26",2005,2945.55555555556,"IPCC SR15"
"268","MESSAGE-GLOBIOM 1.0SSP2-34",2005,2945.55555555556,"IPCC SR15"
"269","MESSAGE-GLOBIOM 1.0SSP2-45",2005,2945.55555555556,"IPCC SR15"
"270","MESSAGE-GLOBIOM 1.0SSP2-60",2005,2945.55555555556,"IPCC SR15"
"271","MESSAGE-GLOBIOM 1.0SSP2-Baseline",2005,2945.27777777778,"IPCC SR15"
"272","MESSAGE-GLOBIOM 1.0SSP3-34",2005,2949.44444444444,"IPCC SR15"
"273","MESSAGE-GLOBIOM 1.0SSP3-45",2005,2948.61111111111,"IPCC SR15"
"274","MESSAGE-GLOBIOM 1.0SSP3-60",2005,2948.05555555556,"IPCC SR15"
"275","MESSAGE-GLOBIOM 1.0SSP3-Baseline",2005,2948.05555555556,"IPCC SR15"
"276","MESSAGEix-GLOBIOM 1.0CD-LINKS_INDCi",2005,2951.36943055556,"IPCC SR15"
"277","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi",2005,2951.36943055556,"IPCC SR15"
"278","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_1000",2005,2951.36943055556,"IPCC SR15"
"279","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_1600",2005,2951.36943055556,"IPCC SR15"
"280","MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_400",2005,2951.36943055556,"IPCC SR15"
"281","MESSAGEix-GLOBIOM 1.0CD-LINKS_NoPolicy",2005,2951.36943055556,"IPCC SR15"
